algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed,ratio
TRAIL,TRAIL,763,965,7528,1562,3206,76177,0.957913806004437,0.042086193995563015,0.9972043688588618,0.9882127107563,0.000684711052562051,38773.113708820405,2.341392136025505,2.146601814912392,1.27646599333982,1850,460,10,0,0,33793000,7528,47,0.1
SHEER,SHEER,1268,1283,8240,1288,5506,81934,0.9327995703859204,0.06720042961407957,0.9834746428010677,0.9586744574558017,0.0006537642921688197,37100.970873786406,1.9317961165048543,2.4849755836800753,1.0,2209,2914,10,0,0,35776600,8240,48,0.1
ACTAR,ACTAR,792,917,4342,1144,7191,80495,0.9106652587117212,0.08933474128827879,0.9635354141656662,0.9353643004776534,0.0006818007729634942,67530.17042837403,2.6250575771533855,3.3857190381142432,1.6670850158245116,1086,6129,5,0,0,34401200,4342,48,0.1
TFSM_DPC,TFSM_DPC,622,1036,7233,1491,5678,74374,0.9236561163847581,0.07634388361524191,0.9762140444858507,0.9522692508757601,0.0007246174203761139,37990.322134660586,2.0612470620765935,2.527320348263655,1.828054035169442,1743,4287,9,0,0,32565000,7233,48,0.1
DST_WOA,DST_WOA,649,1355,7164,1916,6510,82607,0.9211931192271842,0.07880688077281583,0.9794735666320618,0.9567989786980724,0.0006553734470775188,42488.55388051368,1.7825237297599106,4.150267541410755,1.2587618434366663,1194,3292,9,0,0,35379400,7164,48,0.1
TRAIL,TRAIL,808,967,10788,1055,3408,76373,0.9553769002134263,0.04462309978657375,0.9969848557527582,0.9867496676934342,0.0006849174753465239,27054.134223210975,1.914627363737486,1.7713613312514063,1.2620023298841911,2842,542,10,0,0,34411200,10788,48,0.1
SHEER,SHEER,1255,1267,4126,1271,6460,82819,0.9219985752061725,0.07800142479382755,0.972995979517804,0.9474252316725051,0.0006543873599410494,74027.14493456132,2.922200678623364,3.8359681924151117,1.0,1002,3901,8,0,0,35456800,4126,49,0.1
ACTAR,ACTAR,792,945,3513,1119,6171,80919,0.923738553368183,0.076261446631817,0.9728554610156793,0.9483440121943195,0.0006685919296294077,85110.16225448335,2.946484486194136,4.037824146470608,1.6556830951998716,859,4933,5,0,0,34347600,3513,49,0.1
TFSM_DPC,TFSM_DPC,651,1085,3937,1367,5658,75101,0.9246614559060465,0.07533854409395346,0.9757498955978284,0.9544222580987607,0.0007156202270794764,70554.22910845821,2.938277876555753,3.86719711993827,1.8262891868150857,858,3803,9,0,0,32359400,3937,49,0.1
DST_WOA,DST_WOA,672,1454,5897,1982,6051,82801,0.9269211724496081,0.07307882755039186,0.9837524429967427,0.9616321721348903,0.0006510578848296501,52060.36967949805,1.9496354078344922,4.686507263580351,1.2496677524429967,888,2983,9,0,0,35393400,5897,49,0.1
TRAIL,TRAIL,581,958,6020,1227,3947,77156,0.948843900668775,0.051156099331225,0.9926238577224111,0.9822108629476407,0.0006825068156279108,48643.85382059801,2.6318936877076413,2.5699567833826955,1.262740919832261,1478,910,10,0,0,34048000,6020,49,0.1
SHEER,SHEER,1310,1322,4818,1323,7349,82330,0.9107372768128265,0.08926272318717354,0.970072418345981,0.9347613823967356,0.0006665466488475399,62250.726442507264,2.651307596513076,3.48898179446125,1.0,1226,4862,6,0,0,35021600,4818,50,0.1
ACTAR,ACTAR,787,936,2382,1020,7332,81568,0.9101118085523735,0.0898881914476265,0.9698394310038256,0.937493845041556,0.0006731473471709363,124661.62888329136,3.838371116708648,5.862369072759501,1.6493884368769869,521,5230,6,0,0,34314800,2382,50,0.1
TFSM_DPC,TFSM_DPC,560,1046,2732,1433,6488,74549,0.912969992890582,0.087030007109418,0.9761243590308694,0.9394721106004501,0.0007315298964292747,99650.07320644216,3.8502928257686677,4.852152231064475,1.8384243546230588,573,4647,5,0,0,31894800,2732,50,0.1
DST_WOA,DST_WOA,690,1372,4170,1994,7584,83260,0.9089118424213307,0.09108815757866928,0.9702415561076166,0.9445929115962942,0.0006574492343261483,72590.88729016787,2.3657074340527577,6.456099120703434,1.2335879274803108,511,4203,7,0,0,35154200,4170,50,0.1
TRAIL,TRAIL,693,948,8147,1193,4150,76696,0.9458902680713466,0.054109731928653426,0.992997546384363,0.9797643990323174,0.0006888295575246733,35618.50988093777,2.190376825825457,2.206542678895909,1.2422462989000083,2073,1058,10,0,0,33887200,8147,50,0.1
SHEER,SHEER,1340,1354,7901,1356,5791,80398,0.9279708450458967,0.07202915495410334,0.9786213089924538,0.9536712282927219,0.0006697892752968278,37770.91507404126,2.0294899379825337,2.4684069527064048,1.0,2248,3180,8,0,0,35366400,7901,51,0.1
ACTAR,ACTAR,800,875,7667,1018,5146,78716,0.9346257431780071,0.06537425682199294,0.9821802365094467,0.9624422726251202,0.0006792222134629904,38382.679013955916,1.832789878700926,2.520552988379389,1.6499932037515292,2098,3245,8,0,0,34040600,7667,51,0.1
TFSM_DPC,TFSM_DPC,550,1071,7180,1295,5541,71611,0.9226236192763682,0.07737638072363184,0.9806417436052671,0.9538855741927731,0.000745259075587816,36807.79944289693,2.0178272980501393,2.7296028529400593,1.8116845769638263,1827,3278,9,0,0,31188200,7180,51,0.1
DST_WOA,DST_WOA,642,1325,7674,1911,6304,80754,0.9219357555043713,0.07806424449562865,0.9830087306917394,0.9623192118339722,0.0006712573452999669,38806.359134740684,1.7286942924159499,4.052797324298495,1.2379583613163196,1435,2666,9,0,0,34708000,7674,51,0.1
TRAIL,TRAIL,408,944,13401,1161,2944,72136,0.9591882000665409,0.04081179993345907,0.9980778124638686,0.9911366903571526,0.000722182864482216,20652.787105439893,1.7089769420192522,1.631284689597897,1.3391432535553243,3672,234,10,0,0,32975200,13401,51,0.1
SHEER,SHEER,1292,1303,8647,300,15223,86158,0.8233129831240279,0.1766870168759721,0.9345175160358075,0.8761351831828701,0.0007044795781709441,32813.69261015381,1.8814617786515555,2.694005077455986,1.0,2554,9637,14,0,0,37727600,8647,42,0.2
ACTAR,ACTAR,785,930,5733,300,14879,84142,0.8231679779420503,0.17683202205794968,0.925313659529619,0.871383228054992,0.000721478709427944,48325.83289726147,2.1732077446363163,3.2136174797739434,1.6394900596277955,1731,11928,11,0,0,36156200,5733,42,0.2
TFSM_DPC,TFSM_DPC,682,1111,5069,300,14408,79729,0.8192878375496996,0.18071216245030042,0.9354725126682077,0.8791149886713822,0.0007574812851280618,51545.47247977905,2.4434799763266914,4.036961235849393,1.8112398769155402,1352,11081,16,0,0,34385000,5069,42,0.2
DST_WOA,DST_WOA,714,1449,7087,882,14830,87906,0.831297067321912,0.168702932678088,0.951981498713668,0.9009155167226868,0.000683867197426714,41245.096655848734,1.7709891350359814,4.702069516955927,1.2383272209754228,1544,8050,14,0,0,37698400,7087,42,0.2
TRAIL,TRAIL,464,931,10388,938,12359,83142,0.8513507012099781,0.14864929879002187,0.9679018973482333,0.9268219858641529,0.0007059976673465288,27255.679630342704,1.807277628032345,2.79731840873904,1.2197279007671333,2754,4938,20,0,0,37030400,10388,42,0.2
SHEER,SHEER,1330,1344,8904,337,13814,85310,0.8380729105614817,0.1619270894385183,0.935982432583641,0.8879018025281918,0.0006989922442355804,32118.598382749326,1.8732030548068284,2.618488613999057,1.0,2689,8670,16,0,0,37183600,8904,43,0.2
ACTAR,ACTAR,846,947,5612,300,14357,84737,0.8305698809256877,0.16943011907431227,0.9354219948849105,0.8822233615380628,0.0007101391380685361,50163.934426229505,2.197255880256593,3.431099104526582,1.6395424836601307,1618,11119,10,0,0,36185600,5612,43,0.2
TFSM_DPC,TFSM_DPC,664,1098,8582,300,12485,77708,0.8393344314613682,0.1606655685386318,0.9519188016497248,0.8949970005542099,0.0007598797762846791,30399.906781635982,1.8615707294336985,2.6407421146074705,1.8182849608267022,2390,9035,13,0,0,34303000,8582,43,0.2
DST_WOA,DST_WOA,739,1405,8250,1088,13279,86144,0.8458511329866271,0.15414886701337294,0.9562890276538805,0.9174949290419755,0.0006835790491263638,35328.48484848485,1.6753939393939394,4.1173333333333355,1.2278185685857408,1869,6544,18,0,0,37139800,8250,43,0.2
TRAIL,TRAIL,497,968,11935,1100,10652,81215,0.8688419626916211,0.13115803730837894,0.9735272026416111,0.943274512638626,0.0007082393881095783,23649.099287808964,1.7117720988688732,2.4282091152055303,1.2192367104573218,3214,3789,20,0,0,36596600,11935,43,0.2
SHEER,SHEER,1290,1302,8269,388,14311,85677,0.8329656734012629,0.16703432659873707,0.9420031947986436,0.8827340867196768,0.0007001918209696137,34522.191316966986,1.9131696698512517,2.7688440474750773,1.0,2415,8987,17,0,0,37414600,8269,44,0.2
ACTAR,ACTAR,798,956,7970,301,12878,82408,0.8437287641976507,0.15627123580234925,0.9437365166115346,0.8938639998526834,0.0007187797356255081,34895.85947302384,1.8176913425345045,2.5106895401406066,1.6575003595570257,2307,10090,12,0,0,35477800,7970,44,0.2
TFSM_DPC,TFSM_DPC,650,1087,6681,300,13620,79252,0.8281431383435118,0.17185686165648817,0.943503169185763,0.8875677456311659,0.0007615019750153461,39294.71635982637,2.0820236491543183,3.3005325155333303,1.8049731838127743,1818,9963,19,0,0,34471600,6681,44,0.2
DST_WOA,DST_WOA,697,1349,7763,933,13746,86824,0.8416797198931171,0.15832028010688293,0.954185938312488,0.9092125085688597,0.0006838953188098878,37654.51500708489,1.6815664047404355,4.348443471166644,1.2309450176523715,1711,7235,16,0,0,37357000,7763,44,0.2
TRAIL,TRAIL,523,931,11026,1046,11209,81912,0.8631580232444575,0.13684197675554255,0.971359065386193,0.9377787978916873,0.0007068008084970728,25649.55559586432,1.7604752403410122,2.5898204601710426,1.233427153020381,2905,4047,20,0,0,36666800,11026,44,0.2
SHEER,SHEER,1276,1287,11631,300,13846,84544,0.8362272899318698,0.1637727100681302,0.9396446858468415,0.886266760254206,0.0007069251954310904,24313.644570544235,1.6572091823574928,2.1862498004102333,1.0,3489,8760,12,0,0,37388000,11631,45,0.2
ACTAR,ACTAR,803,932,6626,300,14918,84204,0.8228350197140278,0.17716498028597216,0.9317611061397685,0.8716788593338237,0.0007213927775560158,41826.74313311198,2.006791427709025,2.9787952397067987,1.6633374707733164,2062,13812,12,0,0,36311400,6626,45,0.2
TFSM_DPC,TFSM_DPC,581,1107,9076,300,13268,79018,0.8320888911387279,0.16791110886127214,0.9486996197718631,0.8918860341361643,0.0007601231909543126,28977.52313794623,1.7765535478184222,2.721620011970706,1.8181749049429659,2525,9756,16,0,0,34247600,9076,45,0.2
DST_WOA,DST_WOA,735,1269,10143,1075,12887,86536,0.851079319589535,0.14892068041046502,0.9593069831226493,0.9231724992158753,0.0006772758064980133,29044.266982155183,1.5390909987183279,3.5423986986098774,1.2484894567475457,2465,6216,17,0,0,37335400,10143,45,0.2
TRAIL,TRAIL,694,924,12336,938,10899,80917,0.8653064251022653,0.1346935748977347,0.9709788911422776,0.9370027120619411,0.0007136850217462425,22703.631647211412,1.676961738002594,2.355646818976707,1.2392527635750807,3353,4166,20,0,0,36085200,12336,45,0.2
SHEER,SHEER,1270,1279,8120,466,15129,84989,0.8219887279530292,0.17801127204697076,0.9268537074148296,0.8674517345061965,0.0007153292367872151,34413.793103448275,1.9719211822660099,2.51154835209946,1.0,2426,10290,9,0,0,36678200,8120,46,0.2
ACTAR,ACTAR,831,935,8288,300,12753,81858,0.8442058198343473,0.15579418016565272,0.9341002821792924,0.890967974917315,0.0007232197494899361,33351.83397683398,1.7937982625482625,2.4001475646564936,1.6297662976629765,2550,9606,10,0,0,34898800,8288,46,0.2
TFSM_DPC,TFSM_DPC,583,1043,6799,1073,13457,77200,0.8256865284974093,0.1743134715025907,0.948810065418948,0.8921298713105883,0.0007600509364445159,37501.397264303574,1.9629357258420357,3.5690406505333874,1.7922595422242442,1754,8689,18,0,0,33025000,6799,46,0.2
DST_WOA,DST_WOA,647,1347,8277,858,14027,85785,0.8364865652503352,0.16351343474966484,0.9547228183617158,0.8973145665579133,0.0006963783323619295,34678.26507188595,1.645402923764649,3.9182151343079235,1.2549820229103374,1928,8136,16,0,0,36426400,8277,46,0.2
TRAIL,TRAIL,342,894,10115,1192,11033,80758,0.8633819559672107,0.13661804403278932,0.9686769451416278,0.9378421876578646,0.0007166083210259314,27572.911517548197,1.790608007909046,2.770257778190522,1.2925493008246682,2727,4174,20,0,0,35476000,10115,46,0.2
SHEER,SHEER,1362,1377,4524,535,13920,85083,0.8363950495398611,0.1636049504601389,0.9327600016862696,0.884684615487691,0.0007021906380697363,62920.424403183024,2.877763041556145,3.9206841290893037,1.0,1340,8868,15,0,0,36649000,4524,47,0.2
ACTAR,ACTAR,808,984,3099,300,14124,85393,0.8346000257632359,0.1653999742367641,0.9390057388205251,0.8870797889423601,0.0007010677866605325,91989.67408841562,3.1248789932236205,5.899027219598373,1.630947536797205,842,10912,15,0,0,36097200,3099,47,0.2
TFSM_DPC,TFSM_DPC,607,1149,3699,411,12400,78502,0.8420422409620137,0.15795775903798626,0.9406069407884784,0.8973554530737341,0.0007547830844266708,71480.9407948094,3.155447418221141,4.6340958360303794,1.8123354815285468,1053,9441,16,0,0,33756600,3699,47,0.2
DST_WOA,DST_WOA,628,1592,5874,1040,13543,85941,0.8424151452740833,0.15758485472591666,0.9556065084670847,0.9075893550272368,0.0006901878583999833,49300.64691862445,2.0580524344569286,4.9664283282260815,1.2431835133567226,1143,7416,15,0,0,36758600,5874,47,0.2
